epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,22.7005,0.56546,0.97059,0.96691,0.75305,0.56667,0.84722,0.56612,1.61814,1.53457,1.3782,2.82082e-05,2.82082e-05,2.82082e-05
40,23.229,0.81166,0.99225,1.30097,0.75305,0.56667,0.84722,0.56612,1.61814,1.53457,1.3782,2.84911e-05,2.84911e-05,2.84911e-05
41,23.7908,0.72048,0.97049,1.06236,0.72513,0.57184,0.84674,0.56473,1.68069,1.56286,1.40567,2.87504e-05,2.87504e-05,2.87504e-05
42,24.4387,0.90468,1.27005,1.2222,0.72513,0.57184,0.84674,0.56473,1.68069,1.56286,1.40567,2.89861e-05,2.89861e-05,2.89861e-05
43,24.9803,0.6205,1.11704,1.14676,0.705,0.7,0.84668,0.55433,1.68555,1.58928,1.40362,2.91983e-05,2.91983e-05,2.91983e-05
44,25.4866,0.99255,2.15839,1.37268,0.705,0.7,0.84668,0.55433,1.68555,1.58928,1.40362,2.93869e-05,2.93869e-05,2.93869e-05
45,26.0369,0.7748,1.25778,1.2342,0.74921,0.50535,0.70154,0.36396,1.68917,1.6631,1.40183,2.9552e-05,2.9552e-05,2.9552e-05
46,26.5553,0.95241,1.51696,1.28148,0.74921,0.50535,0.70154,0.36396,1.68917,1.6631,1.40183,2.96935e-05,2.96935e-05,2.96935e-05
47,27.1127,1.12358,1.49303,1.45457,0.7547,0.49088,0.69795,0.33473,1.73208,1.76128,1.41841,2.98114e-05,2.98114e-05,2.98114e-05
48,27.6208,0.91291,0.79912,1.31038,0.7547,0.49088,0.69795,0.33473,1.73208,1.76128,1.41841,2.99058e-05,2.99058e-05,2.99058e-05
49,28.2059,0.74429,0.96884,1.18766,0.75507,0.48683,0.54557,0.3119,1.73109,1.802,1.41948,2.99766e-05,2.99766e-05,2.99766e-05
50,28.7112,0.80905,1.01093,1.19052,0.75507,0.48683,0.54557,0.3119,1.73109,1.802,1.41948,3.00238e-05,3.00238e-05,3.00238e-05
51,29.2704,0.86419,1.02436,1.18647,0.76027,0.48333,0.53476,0.30306,1.70956,1.80061,1.41105,3.00475e-05,3.00475e-05,3.00475e-05
52,29.8346,0.75043,1.53625,1.12491,0.76027,0.48333,0.53476,0.30306,1.70956,1.80061,1.41105,3.00476e-05,3.00476e-05,3.00476e-05
53,30.5137,0.79493,0.88038,1.13308,0.76027,0.48333,0.53476,0.30306,1.70956,1.80061,1.41105,3.00242e-05,3.00242e-05,3.00242e-05
54,31.0857,0.74587,0.90039,1.27985,0.77213,0.48333,0.52409,0.2904,1.70174,1.82296,1.41476,2.99772e-05,2.99772e-05,2.99772e-05
55,31.6175,0.64406,1.22272,1.06524,0.77213,0.48333,0.52409,0.2904,1.70174,1.82296,1.41476,2.99066e-05,2.99066e-05,2.99066e-05
56,32.1382,0.85371,0.99415,1.33944,0.77213,0.48333,0.52409,0.2904,1.70174,1.82296,1.41476,2.98125e-05,2.98125e-05,2.98125e-05
57,32.6971,0.74191,0.68407,1.12573,0.76309,0.48333,0.52987,0.2872,1.72689,1.85249,1.43073,2.96948e-05,2.96948e-05,2.96948e-05
58,33.2395,0.86481,0.6806,1.29973,0.76309,0.48333,0.52987,0.2872,1.72689,1.85249,1.43073,2.95535e-05,2.95535e-05,2.95535e-05
59,33.7597,0.95048,0.90749,1.15618,0.76309,0.48333,0.52987,0.2872,1.72689,1.85249,1.43073,2.93887e-05,2.93887e-05,2.93887e-05
60,34.3137,0.77905,1.22732,1.2067,0.76871,0.48333,0.53745,0.28821,1.72272,1.8578,1.42242,2.92003e-05,2.92003e-05,2.92003e-05
61,34.9299,0.74522,0.84127,1.00617,0.76871,0.48333,0.53745,0.28821,1.72272,1.8578,1.42242,2.89884e-05,2.89884e-05,2.89884e-05
62,35.7007,0.57564,0.67351,0.98023,0.76871,0.48333,0.53745,0.28821,1.72272,1.8578,1.42242,2.87529e-05,2.87529e-05,2.87529e-05
63,36.6602,0.88004,1.49164,1.33105,0.76766,0.48333,0.52984,0.28391,1.73194,1.95287,1.43737,2.84938e-05,2.84938e-05,2.84938e-05
64,37.3874,0.73867,0.72763,1.19326,0.76766,0.48333,0.52984,0.28391,1.73194,1.95287,1.43737,2.82112e-05,2.82112e-05,2.82112e-05
65,38.239,0.71896,0.78578,1.15849,0.76766,0.48333,0.52984,0.28391,1.73194,1.95287,1.43737,2.7905e-05,2.7905e-05,2.7905e-05
66,39.1539,0.8004,1.39283,1.17693,0.77163,0.48333,0.52896,0.28417,1.7373,1.99601,1.44782,2.75753e-05,2.75753e-05,2.75753e-05
67,40.0029,0.83244,1.25729,1.24153,0.77163,0.48333,0.52896,0.28417,1.7373,1.99601,1.44782,2.7222e-05,2.7222e-05,2.7222e-05
68,40.7818,0.80024,1.00657,1.13293,0.77163,0.48333,0.52896,0.28417,1.7373,1.99601,1.44782,2.68451e-05,2.68451e-05,2.68451e-05
69,41.6006,0.81805,0.87238,1.19631,0.76544,0.48333,0.53656,0.27142,1.7596,2.02601,1.46158,2.64447e-05,2.64447e-05,2.64447e-05
70,42.3522,0.75283,0.67248,1.12108,0.76544,0.48333,0.53656,0.27142,1.7596,2.02601,1.46158,2.60207e-05,2.60207e-05,2.60207e-05
71,43.1055,0.72625,0.71517,1.1188,0.76544,0.48333,0.53656,0.27142,1.7596,2.02601,1.46158,2.55731e-05,2.55731e-05,2.55731e-05
